2015-10-12__12_10_40|1295|allPlayers11_125__DS134|8|6|925|1095|6|8|(0, 0), (1, 4), (0, 3), (1, 2), (2, 1), (1, 0), (2, 3), (0, 4), (1, 3), (2, 2), (1, 1)|(0, 0), (0, 5), (1, 6), (0, 3), (0, 1), (0, 4), (0, 6), (0, 2)|(0, 0), (0, 1), (1, 2), (1, 0), (0, 2)|(0, 0), (0, 5), (0, 10), (0, 7), (0, 8), (0, 3), (0, 1), (0, 4), (0, 6), (0, 9), (0, 2)|(0, 0), (0, 5), (0, 3), (0, 1), (1, 0), (0, 4), (0, 6), (0, 2)|(0, 0), (0, 3), (0, 1), (1, 0), (0, 2)
2015-10-12__12_10_40|13|allPlayers11_125__DS135|8|7|946|1069|7|8|(0, 0), (1, 4), (0, 3), (1, 2), (2, 1), (1, 0), (2, 3), (0, 4), (1, 3), (2, 2), (1, 1)|(0, 0), (0, 5), (1, 6), (0, 3), (0, 1), (0, 4), (0, 6), (0, 2)|(0, 0), (0, 1), (1, 2), (1, 0), (0, 2)|(0, 0), (5, 0), (9, 0), (1, 0), (3, 0), (7, 0), (10, 0), (6, 0), (8, 0), (2, 0), (4, 0)|(0, 0), (5, 0), (1, 0), (3, 0), (6, 1), (6, 0), (2, 0), (4, 0)|(0, 0), (1, 0), (3, 0), (3, 1), (2, 0)
2015-10-12__12_10_40|22|allPlayers11_125__DS137|9|1|1158|1054|9|1|(0, 0), (5, 0), (5, 4), (1, 0), (3, 0), (5, 2), (5, 5), (5, 1), (2, 0), (4, 0), (5, 3)|(0, 0), (2, 1), (1, 0), (3, 0), (4, 1), (3, 1), (2, 0), (1, 1)|(0, 0), (0, 1), (1, 0), (3, 0), (2, 0)|(0, 0), (0, 5), (0, 10), (0, 7), (0, 8), (0, 3), (0, 1), (0, 4), (0, 6), (0, 9), (0, 2)|(0, 0), (0, 5), (0, 7), (0, 3), (0, 1), (0, 4), (0, 6), (0, 2)|(0, 1), (2, 1), (1, 0), (2, 0), (1, 1)
2015-10-12__12_10_40|20|allPlayers11_125__DS138|9|2|1019|1229|2|9|(0, 0), (5, 0), (5, 4), (1, 0), (3, 0), (5, 2), (5, 5), (5, 1), (2, 0), (4, 0), (5, 3)|(0, 0), (2, 1), (1, 0), (3, 0), (4, 1), (3, 1), (2, 0), (1, 1)|(0, 0), (0, 1), (1, 0), (3, 0), (2, 0)|(0, 0), (5, 0), (9, 0), (1, 0), (3, 0), (7, 0), (10, 0), (6, 0), (8, 0), (2, 0), (4, 0)|(0, 0), (5, 0), (1, 0), (3, 0), (7, 0), (6, 0), (2, 0), (4, 0)|(0, 0), (1, 0), (3, 0), (3, 1), (2, 0)
2015-10-12__12_10_40|19|allPlayers11_125__DS140|9|4|935|983|4|9|(0, 0), (5, 0), (5, 4), (1, 0), (3, 0), (5, 2), (5, 5), (5, 1), (2, 0), (4, 0), (5, 3)|(0, 0), (2, 1), (1, 0), (3, 0), (4, 1), (3, 1), (2, 0), (1, 1)|(0, 0), (0, 1), (1, 0), (3, 0), (2, 0)|(0, 0), (0, 3), (0, 1), (1, 0), (2, 3), (3, 0), (0, 2), (1, 3), (3, 3), (3, 1), (2, 0)|(0, 0), (0, 3), (0, 1), (1, 2), (1, 0), (0, 2), (1, 3), (1, 1)|(0, 0), (1, 0), (3, 0), (2, 0), (4, 0)
2015-10-12__12_10_40|361|allPlayers11_125__DS142|9|6|974|1136|6|9|(0, 0), (5, 0), (5, 4), (1, 0), (3, 0), (5, 2), (5, 5), (5, 1), (2, 0), (4, 0), (5, 3)|(0, 0), (2, 1), (1, 0), (3, 0), (4, 1), (3, 1), (2, 0), (1, 1)|(0, 0), (1, 0), (3, 0), (2, 0), (4, 0)|(0, 0), (0, 5), (0, 10), (0, 7), (0, 8), (0, 3), (0, 1), (0, 4), (0, 6), (0, 9), (0, 2)|(0, 0), (0, 5), (0, 7), (0, 3), (0, 1), (0, 4), (0, 6), (0, 2)|(0, 0), (0, 3), (0, 1), (1, 0), (0, 2)
2015-10-12__12_10_40|15|allPlayers11_125__DS73|1|2|974|1031|2|1|(0, 0), (0, 5), (0, 7), (0, 8), (1, 9), (0, 3), (0, 1), (0, 4), (0, 6), (0, 9), (0, 2)|(0, 0), (0, 5), (0, 3), (0, 1), (0, 4), (0, 6), (0, 2), (1, 3)|(0, 1), (2, 1), (1, 0), (2, 0), (1, 1)|(0, 5), (1, 4), (5, 0), (3, 2), (4, 1), (2, 3), (1, 5), (4, 2), (3, 3), (2, 4), (5, 1)|(0, 0), (3, 4), (0, 1), (1, 2), (2, 3), (3, 3), (2, 2), (1, 1)|(0, 0), (1, 0), (3, 0), (3, 1), (2, 0)
2015-10-12__12_10_40|9|allPlayers11_125__DS75|1|4|887|1351|4|1|(0, 0), (0, 5), (0, 10), (0, 7), (0, 8), (0, 3), (0, 1), (0, 4), (0, 6), (0, 9), (0, 2)|(0, 0), (0, 5), (0, 3), (0, 1), (0, 4), (0, 6), (0, 2), (1, 3)|(0, 0), (0, 3), (0, 1), (0, 4), (0, 2)|(0, 0), (3, 2), (0, 3), (0, 1), (1, 0), (2, 3), (3, 0), (0, 2), (1, 3), (3, 3), (2, 0)|(0, 0), (0, 5), (0, 3), (0, 1), (1, 0), (0, 4), (0, 6), (0, 2)|(0, 0), (0, 1), (1, 0), (1, 1), (2, 0)
2015-10-12__12_10_40|375|allPlayers11_125__DS77|1|6|858|1219|6|1|(0, 0), (0, 5), (0, 7), (0, 8), (1, 9), (0, 3), (0, 1), (0, 4), (0, 6), (0, 9), (0, 2)|(0, 0), (0, 5), (0, 7), (0, 3), (0, 1), (0, 4), (0, 6), (0, 2)|(0, 1), (2, 1), (1, 0), (2, 0), (1, 1)|(0, 0), (0, 5), (5, 0), (0, 3), (0, 1), (1, 0), (3, 0), (0, 4), (0, 2), (2, 0), (4, 0)|(0, 0), (0, 3), (0, 1), (1, 2), (2, 1), (1, 0), (0, 2), (1, 1)|(0, 0), (0, 3), (0, 1), (1, 0), (0, 2)
2015-10-12__12_10_40|15|allPlayers11_125__DS78|1|7|894|1141|7|1|(0, 0), (0, 5), (0, 7), (0, 8), (1, 9), (0, 3), (0, 1), (0, 4), (0, 6), (0, 9), (0, 2)|(0, 0), (0, 5), (0, 3), (0, 1), (0, 4), (0, 6), (0, 2), (1, 3)|(0, 1), (2, 1), (1, 0), (2, 0), (1, 1)|(0, 0), (5, 0), (9, 0), (1, 0), (3, 0), (7, 0), (9, 1), (6, 0), (8, 0), (2, 0), (4, 0)|(0, 0), (5, 0), (1, 0), (3, 0), (6, 1), (6, 0), (2, 0), (4, 0)|(0, 0), (1, 0), (3, 0), (3, 1), (2, 0)
2015-10-12__12_10_40|16|allPlayers11_125__DS81|2|1|1035|941|2|1|(0, 5), (1, 4), (5, 0), (3, 2), (4, 1), (2, 3), (1, 5), (4, 2), (3, 3), (2, 4), (5, 1)|(0, 0), (3, 4), (0, 1), (1, 2), (2, 3), (3, 3), (2, 2), (1, 1)|(0, 0), (1, 0), (3, 0), (3, 1), (2, 0)|(0, 0), (0, 5), (0, 7), (0, 8), (1, 9), (0, 3), (0, 1), (0, 4), (0, 6), (0, 9), (0, 2)|(0, 0), (0, 5), (0, 3), (0, 1), (0, 4), (0, 6), (0, 2), (1, 3)|(0, 1), (2, 1), (1, 0), (2, 0), (1, 1)
2015-10-12__12_10_40|1337|allPlayers11_125__DS82|2|3|1021|994|2|3|(0, 5), (1, 4), (5, 0), (3, 2), (4, 1), (2, 3), (1, 5), (4, 2), (3, 3), (2, 4), (5, 1)|(0, 0), (3, 4), (0, 1), (1, 2), (2, 3), (3, 3), (2, 2), (1, 1)|(0, 0), (1, 0), (3, 0), (2, 0), (1, 1)|(0, 0), (5, 0), (9, 0), (1, 0), (3, 0), (7, 0), (9, 1), (6, 0), (8, 0), (2, 0), (4, 0)|(0, 0), (5, 0), (1, 0), (3, 0), (6, 1), (6, 0), (2, 0), (4, 0)|(0, 0), (0, 1), (1, 0), (3, 0), (2, 0)
2015-10-12__12_10_40|17|allPlayers11_125__DS83|2|4|1317|1065|2|4|(0, 0), (5, 0), (9, 0), (1, 0), (3, 0), (7, 0), (10, 0), (6, 0), (8, 0), (2, 0), (4, 0)|(0, 0), (5, 0), (1, 0), (3, 0), (6, 1), (6, 0), (2, 0), (4, 0)|(0, 0), (1, 0), (3, 0), (2, 0), (4, 0)|(0, 0), (0, 3), (0, 1), (1, 2), (1, 0), (2, 3), (3, 0), (0, 2), (1, 3), (3, 3), (2, 0)|(0, 0), (0, 5), (1, 6), (0, 3), (0, 1), (0, 4), (0, 6), (0, 2)|(0, 0), (2, 1), (1, 0), (1, 1), (2, 0)
2015-10-12__12_10_40|2827|allPlayers11_125__DS84|2|5|1334|973|2|5|(0, 0), (5, 0), (9, 0), (1, 0), (3, 0), (7, 0), (10, 0), (6, 0), (8, 0), (2, 0), (4, 0)|(0, 0), (5, 0), (1, 0), (3, 0), (7, 0), (6, 0), (2, 0), (4, 0)|(0, 0), (1, 0), (3, 0), (2, 0), (4, 0)|(0, 0), (3, 4), (4, 5), (0, 1), (1, 2), (2, 3), (5, 5), (3, 3), (4, 4), (2, 2), (1, 1)|(0, 0), (0, 1), (2, 1), (1, 2), (1, 0), (3, 0), (1, 1), (2, 0)|(0, 0), (0, 1), (1, 0), (1, 1), (2, 0)
2015-10-12__12_10_40|19|allPlayers11_125__DS86|2|7|988|1092|7|2|(0, 5), (1, 4), (5, 0), (3, 2), (4, 1), (2, 3), (1, 5), (4, 2), (3, 3), (2, 4), (5, 1)|(0, 0), (3, 4), (0, 1), (1, 2), (2, 3), (3, 3), (2, 2), (1, 1)|(0, 0), (1, 0), (3, 0), (2, 0), (1, 1)|(0, 0), (5, 0), (9, 0), (1, 0), (3, 0), (7, 0), (9, 1), (6, 0), (8, 0), (2, 0), (4, 0)|(0, 0), (5, 0), (1, 0), (3, 0), (6, 1), (6, 0), (2, 0), (4, 0)|(0, 0), (1, 0), (3, 0), (3, 1), (2, 0)
